Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,LessImportant,Starred,Order,SubjectOrder,TopicOrder,SubTopicOrder
Tools,RabbitMQ,Previous Question Bank,Exchange vs Channel vs Queue,,false,false,false,false,3,7,1,0
Tools,RabbitMQ,Previous Question Bank,Producer vs consumer,,false,false,false,false,4,7,1,0
Tools,RabbitMQ,Previous Question Bank,"Route, Routing key",,false,false,false,false,5,7,1,0
Tools,RabbitMQ,Previous Question Bank,"Binding, subscribe",,false,false,false,false,6,7,1,0
Tools,RabbitMQ,Previous Question Bank,dlq,,false,false,false,false,7,7,1,0
Tools,Redis,Previous Question Bank,What is Redis,,false,false,false,false,0,7,2,0
Angular,HTML,Previous Question Bank,Most used tags,,false,false,false,false,0,6,0,0
Angular,CSS,Previous Question Bank,Box Model,,false,false,false,false,0,6,1,0
Angular,Javascript,Previous Question Bank,what is javascript,,false,false,false,false,0,6,3,0
Angular,Typescript,Previous Question Bank,What is Typescript,,false,false,false,false,0,6,4,0
Angular,General Angular,Previous Question Bank,Jasmine test,,false,false,false,false,22,6,2,0
OOPS,Pillers,Previous Question Bank,The pillar of OOPs concept,,false,false,false,false,1,1,0,0
OOPS,Pillers,Previous Question Bank,The pillar of OOPs concept,"includes encapsulation, inheritance, polymorphism, and abstraction.",false,false,false,false,0,1,0,0
OOPS,Pillers,Previous Question Bank,What is Dynamic polymorphism,Dynamic polymorphism allows multiple implementations of the inventory service,false,false,false,false,4,1,0,0
OOPS,Pillers,Previous Question Bank,Is overriding static and private methods allowed?,Overriding static and private methods is not allowed,false,false,false,false,5,1,0,0
OOPS,Pillers,Previous Question Bank,Overriding static and private methods is allowed?,Overriding static and private methods is not allowed,false,false,false,false,6,1,0,0
OOPS,Pillers,Previous Question Bank,use of default methods in Java interfaces,Using default methods in Java interfaces for flexible implementation,false,false,false,false,7,1,0,0
OOPS,Inheritance,Previous Question Bank,Accessing parent property and overriding default methods,,false,false,false,false,8,1,1,0
OOPS,Pillers,Previous Question Bank,when finalize method called,The finalize method is not called if the system GC is done,false,false,false,false,9,1,0,0
OOPS,Pillers,Previous Question Bank,Why proper implementation of equals and hashCode methods necessary,Proper implementation of equals and hashCode methods is necessary to avoid duplicates in collections.,false,false,false,false,10,1,0,0
Core Java,Error vs Exception,Previous Question Bank,When Compile time exceptions handled,Compile time exceptions can be handled at compile time,false,false,false,false,11,3,3,0
Core Java,Error vs Exception,Previous Question Bank,FileNotFound exception what type of exception?,FileNotFound exception is a checked exception and not a compile time exception.,false,false,false,false,12,3,3,0
Core Java,Error vs Exception,Previous Question Bank,Delegating exception handling to next method caller,,false,false,false,false,13,3,3,0
Core Java,Error vs Exception,Previous Question Bank,Understanding the order of exception hierarchy is important while handling exceptions in Java.,,false,false,false,false,14,3,3,0
Core Java,Error vs Exception,Previous Question Bank,Can we stop finally block from executing?,finally block can be stopped from executing,false,false,false,false,15,3,3,0
Core Java,Java Strings,Previous Question Bank,String objects can be created using the new keyword or string literal,,false,false,false,false,0,3,7,0
Core Java,Java Strings,Previous Question Bank,String is immutable,,false,false,false,false,1,3,7,0
Core Java,Java Strings,Previous Question Bank,String class is immutable in Java,,false,false,false,false,2,3,7,0
Core Java,Java Strings,Previous Question Bank,String buffer and StringBuilder are mutable - while String is immutable,,false,false,false,false,3,3,7,0
Core Java,Java Strings,Previous Question Bank,Creating an immutable class: Setter method write only getter method,,false,false,false,false,4,3,7,0
Core Java,Java Strings,Previous Question Bank,Handling mutability in Java objects & Creating custom immutable class,,false,false,false,false,5,3,7,0
Core Java,Misc,Previous Question Bank,Using the clone method to create a separate copy of an object,,false,false,false,false,43,3,10,0
Core Java,Misc,Previous Question Bank,Demonstrating how to avoid modifying a Date object in Java,,false,false,false,false,44,3,10,0
Core Java,Java Strings,Previous Question Bank,How to use String for storing passwords,It is recommended to use char array instead of String for storing passwords.,false,false,false,false,6,3,7,0
Core Java,Misc,Previous Question Bank,Writing custom marker interfaces in Java,,false,false,false,false,45,3,10,0
Core Java,Collections,Previous Question Bank,The difference between array list and linked list,,false,false,false,false,15,3,2,0
Core Java,Misc,Previous Question Bank,Using generics with lists helps in avoiding type cast issues.,,false,false,false,false,46,3,10,0
Core Java,Collections,Previous Question Bank,Creating a custom AR list to disallow duplicates,,false,false,false,false,16,3,2,0
Core Java,Collections,Previous Question Bank,Tricky - Set implementation allows duplicate objects if equals and hashCode methods are not overridden for custom objects.,The contract between equals and hashCode methods determines if duplicate objects are allowed,false,false,false,true,17,3,2,0
Core Java,Collections,Previous Question Bank,Sorting objects based on ID and name using Comparable and Comparator,,false,false,false,true,18,3,2,0
Core Java,Collections,Previous Question Bank,Creating Comparators in Java for sorting objects based on different attributes.,,false,false,false,false,19,3,2,0
Core Java,Collections,Previous Question Bank,Explanation of custom sorting using comparator,,false,false,false,false,20,3,2,0
Core Java,Collections,Previous Question Bank,Fail-fast and fail-safe iterators in Java,,false,false,false,true,21,3,2,0
Core Java,Collections,Previous Question Bank,ConcurrentHashMap - when? allow null keys? what type of locking? why prefered over Hashtable ?,"ConcurrentHashMap is used when parallel thread access and modification is required.
ConcurrentHashMap does not allow adding null keys or values and throws a null pointer exception immediately.
ConcurrentHashMap uses segment locking or bucket locking
ConcurrentHashMap is preferred over Hashtable due to its locking mechanism.",false,false,false,true,22,3,2,0
Core Java,Collections,Previous Question Bank,Hing Collision,,false,true,false,false,23,3,2,0
Core Java,Collections,Previous Question Bank,Hash map internal working,Hash map internally uses linked list nodes,false,false,false,true,24,3,2,0
Core Java,Collections,Previous Question Bank,Understanding TreeMap in Java,,false,false,false,false,25,3,2,0
Core Java,Collections,Previous Question Bank,compareTo() method uses,"The compareTo() method compares two objects and returns -1, 0, or 1 based on the comparison result.",false,false,false,false,26,3,2,0
Spring,Hibernate,Previous Question Bank,What is eager and lazy loading in pagination and sorting?,,false,false,false,false,33,4,2,0
Spring,Hibernate,Previous Question Bank,How to get records from DB using pagination?,,false,false,false,false,34,4,2,0
Spring,Hibernate,Previous Question Bank,What is primary and secondary indexing?,,false,false,false,false,35,4,2,0
Spring,Hibernate,Previous Question Bank,Which DB is used in our application?,,false,false,false,false,36,4,2,0
Spring,Hibernate,Previous Question Bank,Implementation of hashmap ? can have null keys ? multiple null keys/values?,"hashmap can have null keys ?
hashmap can have multiple null keys?
hashmap can have multiple null values?",false,false,false,true,37,4,2,0
Core Java,Basic Programs,Previous Question Bank,Write java code to find missing values from an array?,,false,false,false,true,0,3,9,0
Core Java,Collections,Previous Question Bank,What is collections?,,false,false,false,false,27,3,2,0
Core Java,Collections,Previous Question Bank,Difference between collections and streams?,,false,false,false,true,28,3,2,0
Core Java,Collections,Previous Question Bank,Which one is faster (set or hashmap)? explain,,false,false,false,true,29,3,2,0
Core Java,Error vs Exception,Previous Question Bank,What is checked and unchecked exceptions?,,false,false,false,false,16,3,3,0
Core Java,Collections,Previous Question Bank,How to check if a hashmap has this(any value) value?,,false,false,false,false,30,3,2,0
Core Java,Collections,Previous Question Bank,What is thread safe in hashmap?,,false,false,false,false,31,3,2,0
Core Java,Collections,Previous Question Bank,Difference between hashmap and set?,,false,false,false,false,32,3,2,0
Core Java,Collections,Previous Question Bank,What are all the methods in hashmap?,,false,false,false,true,33,3,2,0
Core Java,Multi-threading,Previous Question Bank,What is synchronization in java?,,false,false,false,false,43,3,4,0
Core Java,Java features,Previous Question Bank,What are all the methods of stream api?,,false,false,false,true,17,3,1,0
Core Java,Java features,Previous Question Bank,What is Reduce method in stream?,,false,false,false,false,18,3,1,0
Core Java,Java features,Previous Question Bank,Difference between stream and parallel stream?,,false,false,false,false,19,3,1,0
Core Java,Java features,Previous Question Bank,What is optional api? & List Methods of optional,,false,false,false,false,20,3,1,0
Core Java,Java features,Previous Question Bank,Diff between Optional.Of(object) and Optional.NullableOf(Object),,false,false,false,false,21,3,1,0
Core Java,Error vs Exception,Previous Question Bank,How to create customized exception?,,false,false,false,false,17,3,3,0
Core Java,Misc,Previous Question Bank,What is interceptors in corejava?,,false,false,false,false,47,3,10,0
SQL,General,Previous Question Bank,What is ACID properties?,,false,false,false,false,5,5,0,0
Spring,Spring Core,Previous Question Bank,What is the use of @bean?,,false,false,false,false,29,4,1,0
Spring,Spring Core,Previous Question Bank,What is @Qualifier?,,false,false,false,false,30,4,1,0
Core Java,Collections,Previous Question Bank,How to remove duplicates from list without using set?,,false,false,false,false,34,3,2,0
Spring,Spring Core,Previous Question Bank,Different types of dependency injection?,,false,false,false,false,8,4,1,0
Spring,Spring Performance,Previous Question Bank,How to find the delay of response from spring boot?,,false,false,false,false,0,4,8,0
Spring,Spring MVC,Previous Question Bank,Different methods of request mapping?,,false,false,false,false,3,4,6,0
Spring,Spring Security,Previous Question Bank,Diff between authentication and authorization?,,false,false,false,false,9,4,5,0
Angular,General Angular,Previous Question Bank,How to find duplicate api calls in ui?,,false,false,false,false,23,6,2,0
Spring,Hibernate,Previous Question Bank,What is the use of spring data jpa?,,false,false,false,false,38,4,2,0
Spring,Hibernate,Previous Question Bank,What are all the default methods of jpa?,,false,false,false,false,39,4,2,0
Spring,Hibernate,Previous Question Bank,What is right join and left join?,,false,false,false,false,40,4,2,0
Spring,Hibernate,Previous Question Bank,Does left join allows null value from right table,,false,false,false,false,41,4,2,0
Core Java,Basic Programs,Previous Question Bank,How to find the sum of the ages of an emplyees for age >35 using stream api?,,false,false,false,true,1,3,9,0
Tools,Elasticsearch,Previous Question Bank,What is the use of elasticsearch and rabbitmq?,,false,false,false,false,7,7,0,0
Spring,Spring Security,Previous Question Bank,How to encrypt the confidential data entered by user while storing to repository?,,false,false,false,false,10,4,5,0
Spring,Hibernate,Previous Question Bank,How to encrypt the confidential data entered by user while storing to repository?,,false,false,false,false,42,4,2,0
Spring,Ecosystem,Previous Question Bank,How to convert a JAR application to a WAR?,,false,false,false,false,2,4,0,0
Spring,Ecosystem,Previous Question Bank,Why version is not mentioned for dependencies in pom.xml and from where it is taken?,,false,false,false,false,3,4,0,0
Spring,Ecosystem,Previous Question Bank,Which version of spring boot is used in the project?,,false,false,false,false,4,4,0,0
Spring,Ecosystem,Previous Question Bank,Can we have more than one property file and how to use that?,,false,false,false,false,5,4,0,0
Spring,Ecosystem,Previous Question Bank,Which library is used for logging?,,false,false,false,false,6,4,0,0
Spring,Ecosystem,Previous Question Bank,Where the log file would be generated for a project?,,false,false,false,false,7,4,0,0
Spring,Spring Core,Previous Question Bank,What are all bean scopes available?,,false,false,false,false,31,4,1,0
Core Java,Misc,Previous Question Bank,What is serialization and deserialization?,,false,false,false,false,48,3,10,0
Spring,Spring MVC,Previous Question Bank,"How to pass multiple ids to ""GET"" api using path variable?",,false,false,false,false,4,4,6,0
Spring,Spring MVC,Previous Question Bank,What is Produces & Types of Produces in api?,,false,false,false,false,5,4,6,0
Spring,Spring MVC,Previous Question Bank,What is the library used for responsebody?,Ans: Jackson,false,false,false,false,6,4,6,0
Spring,Spring MVC,Previous Question Bank,What is other way of getting data from an application A to application B without using rest template?,,false,false,false,false,7,4,6,0
Spring,Spring Cloud,Previous Question Bank,What is other way of getting data from an application A to application B without using rest template?,,false,false,false,false,25,4,4,0
Core Java,Java Strings,Previous Question Bank,What is immutable class?,,false,false,false,false,7,3,7,0
OOPS,Pillers,Previous Question Bank,Diff between abstract class and interface?,,false,false,false,false,11,1,0,0
OOPS,Pillers,Previous Question Bank,Can we define a method inside interface?,,false,false,false,false,12,1,0,0
OOPS,Pillers,Previous Question Bank,"What is the use of ""protected"" access modifier?",,false,false,false,false,13,1,0,0
OOPS,Misc,Previous Question Bank,Can we override static methods and private methods?,,false,false,false,false,15,1,3,0
OOPS,Misc,Previous Question Bank,Can we overload main method in java?,,false,false,false,false,16,1,3,0
Core Java,Java Strings,Previous Question Bank,Can we have immutable constructor?,,false,false,false,false,8,3,7,0
OOPS,Misc,Previous Question Bank,"What is the use of ""Default"" modifier?",,false,false,false,false,17,1,3,0
Spring,Spring MVC,Previous Question Bank,What is spring mvc?,,false,false,false,false,8,4,6,0
Core Java,Java Strings,Previous Question Bank,"String s1=abc
String s2=new String(""abc"")
Will it create two different objects? If yes where?",,false,false,false,false,9,3,7,0
Introduction,General,Manageral Round,,,false,false,false,false,0,,,
